Id,MSSubClass,LotArea,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF2,TotalBsmtSF,SalePrice,Age,Remodeled,TotalRooms,ZoningLotInteraction,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,LotConfig_CulDSac,LotConfig_FR2,LotConfig_FR3,LotConfig_Inside,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,Exterior1st_AsphShn,Exterior1st_BrkComm,Exterior1st_BrkFace,Exterior1st_CBlock,Exterior1st_CemntBd,Exterior1st_HdBoard,Exterior1st_ImStucc,Exterior1st_MetalSd,Exterior1st_Plywood,Exterior1st_Stone,Exterior1st_Stucco,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_WdShing
1485,60,8577.0,5,2004,2004,0.0,839.4512709285351,,20,0,13,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1486,60,17433.0,5,1998,1998,0.0,1680.1124689069363,,26,0,13,RL_CulDSac,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1487,20,8987.0,5,2005,2006,0.0,1788.1051465140665,,19,1,12,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1488,20,9215.0,5,2009,2010,0.0,1349.4360004264604,,15,1,12,FV_Inside,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1489,20,10440.0,5,2005,2005,0.0,1383.0173284530117,,19,0,8,FV_Corner,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1490,60,11920.0,5,2004,2004,0.0,723.4836077100526,,20,0,9,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1491,30,9800.0,5,1920,1950,0.0,715.2957153832599,,104,1,10,RH_Corner,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1492,20,15410.0,6,1974,2002,859.0,1118.9943539971775,,50,1,13,RL_CulDSac,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1493,60,13143.0,5,1993,1993,981.0,1185.8553464363968,,31,0,12,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1494,60,11134.0,5,1992,1993,0.0,1432.4036373161582,,32,1,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1495,120,4835.0,5,2004,2005,0.0,1368.8160215818782,,20,1,8,FV_CulDSac,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1496,160,3515.0,5,2004,2004,0.0,863.5529255735185,,20,0,11,FV_Inside,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1497,160,,5,2004,2004,0.0,621.7224087515431,,20,0,11,FV_Inside,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1498,160,,5,2004,2005,42.0,608.6006329557533,,20,1,9,FV_Inside,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1499,160,2544.0,5,2005,2005,0.0,532.2826201792383,,19,0,10,FV_Inside,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1500,160,2980.0,5,2000,2000,0.0,791.3677004278384,,24,0,13,FV_Corner,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1501,160,2403.0,5,2003,2003,0.0,640.3072903246364,,21,0,9,FV_FR2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1502,20,12853.0,5,2010,2010,0.0,1682.376258979099,,14,0,8,FV_Inside,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1503,60,7379.0,5,2000,2000,0.0,687.0751776865012,,24,0,11,FV_Inside,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1504,20,8000.0,5,2002,2002,0.0,1677.139232149398,,22,0,8,FV_Inside,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1505,20,10456.0,6,1967,1967,0.0,1700.4674316416822,,57,0,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1506,60,10791.0,5,1993,1993,0.0,1570.0112243834487,,31,0,14,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1507,50,,5,1978,1978,46.0,1238.2428864471935,,46,0,12,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1508,60,9600.0,6,1971,1971,0.0,594.5439003800135,,53,0,11,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1509,20,9600.0,5,1966,1966,0.0,977.6292692370816,,58,0,12,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1510,20,,5,1966,1966,0.0,1395.1546582075136,,58,0,10,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1511,20,9680.0,6,1967,1967,0.0,1676.9916528735082,,57,0,15,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1512,80,10600.0,5,1964,1964,0.0,651.6468066113646,,60,0,9,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1513,90,13260.0,6,1962,2001,0.0,1729.8877511071103,,62,1,11,RL_Inside,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1514,50,9724.0,7,1952,2002,0.0,1133.5555932947163,,72,1,14,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1515,50,17360.0,6,1949,1950,0.0,752.0713904532008,,75,1,12,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1516,85,11380.0,8,1966,2008,0.0,1008.9046539440042,,58,1,16,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1517,90,8267.0,5,1958,1958,0.0,1541.0542994649663,,66,0,13,RL_Corner,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1518,20,8197.0,5,2003,2009,0.0,1512.1845731839564,,21,1,9,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1519,20,8050.0,5,1959,1959,162.0,1046.5421400559467,,65,0,8,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1520,20,10725.0,5,1959,1959,0.0,1004.6837047669976,,65,0,9,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1521,20,10032.0,5,1959,1959,0.0,1263.8886532713636,,65,0,12,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1522,50,8382.0,5,1956,1956,0.0,759.9325261887064,,68,0,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1523,20,10950.0,7,1952,1952,0.0,584.112580565178,,72,0,11,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1524,20,10895.0,6,1955,1955,0.0,1025.7095503718615,,69,0,14,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1525,190,13587.0,5,1958,1958,0.0,878.5237670340376,,66,0,9,RL_Inside,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1526,30,7898.0,7,1920,1994,0.0,614.1190725901863,,104,1,13,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1527,50,8064.0,8,1948,2004,174.0,868.0484054917041,,76,1,11,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1528,20,7635.0,6,1960,1960,350.0,1208.321826353933,,64,0,9,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1529,20,9760.0,7,1963,1984,263.0,1743.306088729731,,61,1,16,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1530,50,4800.0,5,1900,1954,0.0,699.2121238369584,,124,1,9,RM_Corner,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1531,30,4485.0,7,1920,1950,0.0,909.2641364821321,,104,1,14,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1532,20,5805.0,7,1957,1957,1073.0,1439.0906751648588,,67,0,15,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1533,45,6900.0,7,1938,2000,0.0,822.4145031531893,,86,1,13,RM_Corner,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1534,50,11851.0,7,1948,2009,0.0,1146.1826862903647,,76,1,16,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1535,50,8239.0,6,1920,1962,0.0,880.1043645163874,,104,1,12,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1536,30,9656.0,2,1923,1970,0.0,593.1025724619177,,101,1,10,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,70,9600.0,9,1900,2003,0.0,1001.2202826933383,,124,1,12,RM_Corner,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1538,70,9000.0,9,1890,2002,0.0,305.69754149888433,,134,1,14,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1539,190,9045.0,3,1910,1950,0.0,891.164282941188,,114,1,11,RM_Inside,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1540,70,10560.0,7,1922,1994,0.0,765.306210050325,,102,1,11,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1541,50,5830.0,6,1950,1997,0.0,919.3845573404669,,74,1,9,RM_Corner,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1542,75,7793.0,7,1922,2005,0.0,1148.6824537538646,,102,1,15,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1543,30,,7,1925,1950,0.0,670.5536778975056,,99,1,16,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1544,50,6000.0,7,1939,1950,12.0,547.206084483167,,85,1,15,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1545,50,6000.0,6,1940,1950,0.0,558.4328613628298,,84,1,13,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1546,50,6360.0,6,1942,1950,159.0,841.5904728925304,,82,1,14,RM_Corner,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1547,50,6000.0,7,1948,1950,0.0,756.316194114947,,76,1,15,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1548,50,6240.0,7,1936,1980,0.0,550.8685228925002,,88,1,11,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1549,50,6240.0,5,1930,1950,0.0,964.0496833164814,,94,1,9,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1550,30,6120.0,5,1923,1950,0.0,1295.9008292583314,,101,1,10,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1551,50,8094.0,5,1915,1950,0.0,879.5386611735236,,109,1,9,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1552,70,12900.0,8,1912,2009,0.0,873.1759476323621,,112,1,14,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1553,70,,8,1920,1993,0.0,722.9520289535758,,104,1,13,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1554,20,15263.0,5,1959,1959,0.0,1748.2035696842856,,65,0,14,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1555,50,10632.0,3,1917,1950,0.0,680.2319224287332,,107,1,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1556,190,9900.0,4,1915,1950,0.0,1161.0525229598977,,109,1,11,RL_Inside,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1557,50,,5,1940,1950,0.0,675.461653334624,,84,1,8,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1558,70,6449.0,1,1907,1950,0.0,734.2500828221073,,117,1,8,C (all)_Inside,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1559,190,6048.0,7,1910,1950,0.0,965.7100289567018,,114,1,16,RH_Corner,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1560,90,10773.0,3,1967,1967,0.0,1963.3175397916764,,57,0,10,RL_Inside,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1561,20,7800.0,7,1966,2008,474.0,681.9757553030836,,58,1,12,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1562,20,7832.0,5,1968,1968,0.0,896.5142015354942,,56,0,14,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1563,90,7424.0,5,1978,1978,0.0,1360.0493769398015,,46,0,12,RL_Inside,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1564,60,11227.0,5,1968,1968,453.0,729.5836969774053,,56,0,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1565,20,20062.0,7,1977,2001,0.0,1401.2214863144795,,47,1,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1566,30,9259.0,4,1927,1950,0.0,554.9185271655743,,97,1,12,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1567,60,17082.0,5,1978,1992,0.0,1214.6455616555206,,46,1,12,RL_CulDSac,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1568,50,18600.0,4,1938,1990,684.0,1008.3302912106876,,86,1,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1569,20,11479.0,7,1950,1987,387.0,736.0597290374492,,74,1,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1570,50,9350.0,6,1947,1979,0.0,639.6700823647909,,77,1,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1571,20,9525.0,7,1954,1998,0.0,1231.4361621747055,,70,1,12,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1572,20,17485.0,5,2009,2010,0.0,1472.6133718979784,,15,1,14,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1573,20,11200.0,3,1964,1964,0.0,1267.9735012406911,,60,0,9,RL_CulDSac,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1574,20,11980.0,5,1987,1987,0.0,1401.0212244218783,,37,0,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1575,60,12361.0,7,1993,1993,0.0,997.4253099396203,,31,0,16,RL_CulDSac,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1576,20,7360.0,5,2010,2010,0.0,1202.0969046148289,,14,0,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1577,50,,8,1900,1993,0.0,604.8905510662354,,124,1,16,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1578,85,11105.0,5,1996,1996,0.0,877.5190114343986,,28,0,13,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1579,60,9337.0,5,1997,1998,0.0,859.1954756395031,,27,1,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1580,20,15240.0,8,1977,2004,688.0,1017.4438144721765,,47,1,16,RL_FR2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1581,20,7480.0,6,1972,1972,0.0,596.7477146988834,,52,0,15,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1582,20,10389.0,5,2003,2003,0.0,2113.02541732989,,21,0,11,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1583,60,9375.0,5,1997,1997,0.0,1007.2749837959348,,27,0,13,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1584,120,4435.0,5,2003,2003,0.0,733.6765769232511,,21,0,10,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1585,30,8777.0,6,1945,2007,0.0,0.0,,79,1,12,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1586,20,8842.0,6,1954,1954,0.0,405.24553422738666,,70,0,11,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1587,20,,6,1968,1968,0.0,1156.8525045255271,,56,0,9,RL_CulDSac,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1588,50,11792.0,5,1948,1950,0.0,658.2785981637106,,76,1,8,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1589,80,6305.0,6,1975,1975,0.0,1025.9454980556807,,49,0,13,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1590,20,6410.0,5,1958,1958,0.0,971.8181841204105,,66,0,9,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1591,30,4853.0,6,1924,1999,0.0,1209.3238051271903,,100,1,13,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1592,30,7890.0,6,1939,1950,0.0,818.016239927942,,85,1,9,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1593,90,7200.0,6,1967,1967,0.0,0.0,,57,0,13,RH_Inside,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1594,50,,2,1931,1950,0.0,845.7013815017824,,93,1,11,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1595,50,10452.0,6,1941,1985,252.0,1322.3569033219178,,83,1,15,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1596,90,,6,1950,1991,0.0,915.1484196347445,,74,1,9,RL_Inside,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1597,80,19645.0,6,1994,2007,0.0,420.35999189456345,,30,1,12,RL_FR2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1598,120,3907.0,6,1989,1989,0.0,975.5664752104325,,35,0,13,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1599,120,3907.0,5,1989,1989,0.0,1230.0482618634173,,35,0,10,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1600,30,8154.0,5,1941,1950,0.0,475.6620465063148,,83,1,14,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1601,50,9140.0,5,1921,1975,0.0,690.4733346604463,,103,1,9,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1602,30,8712.0,7,1896,1950,0.0,736.2612861562293,,128,1,14,C (all)_Corner,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1603,120,3811.0,5,2004,2005,0.0,1275.7935633794964,,20,1,9,RM_Corner,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1604,60,11050.0,5,1998,1999,0.0,1036.2969573799382,,26,1,9,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1605,80,9620.0,7,1977,1977,0.0,993.5574091106264,,47,0,13,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1606,90,12760.0,5,1976,1976,0.0,2011.1383540793493,,48,0,9,RL_Inside,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1607,20,11896.0,5,2008,2008,0.0,1477.2409846643848,,16,0,11,RL_Corner,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1608,20,9803.0,5,2009,2010,0.0,1094.2723473653023,,15,1,12,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1609,60,9802.0,5,2006,2007,0.0,438.4725767574471,,18,1,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1610,20,,5,1965,1977,0.0,1158.0143769369965,,59,1,13,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1611,20,,5,2004,2005,0.0,1602.5266622243528,,20,1,14,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1612,20,11875.0,5,1999,1999,0.0,1369.4773823048145,,25,0,8,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1613,120,2394.0,6,1973,1973,0.0,851.1836908914529,,51,0,12,RM_Inside,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1614,160,,7,1970,1970,0.0,588.632522358652,,54,0,11,RM_Inside,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1615,160,1900.0,4,1970,1970,0.0,511.8967904904486,,54,0,8,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1616,160,1890.0,6,1972,1972,0.0,552.4364940332432,,52,0,10,RM_Inside,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1617,20,6953.0,7,1971,2004,0.0,849.1952742217674,,53,1,16,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1618,20,12887.0,7,1984,1984,590.0,926.6871648711815,,40,0,14,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1619,90,7700.0,2,1985,1986,0.0,1304.8077639202768,,39,1,6,RL_Inside,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1620,60,10475.0,5,1991,1991,0.0,618.9726941853081,,33,0,9,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1621,50,,5,1969,1969,0.0,695.3811384781308,,55,0,11,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1622,20,9892.0,5,1994,1995,284.0,1572.345308369747,,30,1,10,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1623,60,,5,1993,1994,0.0,1233.1264077486048,,31,1,8,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1624,20,13008.0,5,1956,1956,0.0,906.7057250243088,,68,0,9,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1625,20,10200.0,5,1974,1974,0.0,1218.4379746051957,,50,0,13,RL_Inside,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
